"","X1","X2","X3","X4","X5","Y","p","n","region","city","ID_unit","Prob_ 2 _stage","Prob","Probnorm"
"1006",-0.304027147305421,0.552411336871865,-0.897968173772664,-1.86795532272748,2.63138180647725,0,0.291903420461071,5000,2,2,1006,0.5,0.4,0.00107874865156419
"1007",-1.92974726109681,1.12324503050851,0.297445229561176,-0.820122741801126,-0.264799921072433,0,0.0695268854136488,5000,2,2,1007,0.5,0.4,0.00107874865156419
"1034",0.730353904205557,-0.117332728122798,0.0696281015954781,1.95191432473219,0.445400557753826,1,0.88894049503969,5000,2,2,1034,0.5,0.4,0.00107874865156419
"1035",-0.525389738522293,0.716822044679358,-0.218711109361263,-0.60758290898621,1.55673848909638,0,0.480479121597268,5000,2,2,1035,0.5,0.4,0.00107874865156419
"1036",1.53331650498922,0.728126372048325,1.25151814292243,-0.894455726139463,0.400308474481172,1,0.88275829451574,5000,2,2,1036,0.5,0.4,0.00107874865156419
"1037",0.321340842386998,0.294790017945064,-0.188209528247995,0.409294995863649,-0.0824497937004926,0,0.43899705122851,5000,2,2,1037,0.5,0.4,0.00107874865156419
"1038",0.673496824324328,0.707704297935678,0.201093475573512,-0.0669877468153036,-2.2485421300572,0,0.150174219738251,5000,2,2,1038,0.5,0.4,0.00107874865156419
"1039",-1.1161278401182,0.256912730570045,0.0778663096956903,-0.348705711557067,-0.562613799464458,0,0.0634073709628462,5000,2,2,1039,0.5,0.4,0.00107874865156419
"1040",-1.11455433352281,0.675602796682812,1.83250392946676,-2.1209293138632,1.17840676214833,0,0.366103372941022,5000,2,2,1040,0.5,0.4,0.00107874865156419
"1041",-0.85545613569731,-1.66585007244874,0.168302455631161,-0.0828843578629872,0.371287671132133,0,0.0445912997899191,5000,2,2,1041,0.5,0.4,0.00107874865156419
"1042",1.52207561862828,-1.84139925830726,-1.35699288775681,0.0440109821402481,1.4371480242132,0,0.232337786515681,5000,2,2,1042,0.5,0.4,0.00107874865156419
"1043",0.28845237038583,-1.36186936201683,0.444664741083133,-0.260296743774926,1.26056109290774,0,0.347853480580633,5000,2,2,1043,0.5,0.4,0.00107874865156419
"1044",0.827095525574402,1.19218039707879,-1.06627740939519,0.280975853649387,-0.0668211914385173,1,0.541691267233854,5000,2,2,1044,0.5,0.4,0.00107874865156419
"1045",0.925191109224467,-0.625542991336293,1.72665080794146,-0.100250117154417,0.472821123315416,1,0.802004502593227,5000,2,2,1045,0.5,0.4,0.00107874865156419
"1046",-0.0556401857493912,-1.8504682005196,0.913820309720322,0.0793199517456322,-0.501589840909735,0,0.0820692939402231,5000,2,2,1046,0.5,0.4,0.00107874865156419
"1047",-0.779768926102833,0.345496352803557,-0.0907798495740272,-0.437098232393405,0.633236933942125,0,0.209339105211064,5000,2,2,1047,0.5,0.4,0.00107874865156419
"1048",-0.261070471639766,1.02640172452055,1.35434753784151,-0.1389123074439,-1.14394928268706,0,0.459294587518815,5000,2,2,1048,0.5,0.4,0.00107874865156419
"1049",0.887933109412115,-1.31825524632303,0.788658505715308,0.178206239670392,0.481399022143455,1,0.504485287336584,5000,2,2,1049,0.5,0.4,0.00107874865156419
"1050",-1.53308400660651,0.640461902703004,0.0457685370068768,0.572714359471037,0.391476765533496,0,0.292626359499235,5000,2,2,1050,0.5,0.4,0.00107874865156419
"1051",-0.0778583940498366,0.0351541165272866,-0.229892840019191,-0.357482309147404,-1.22153623127896,0,0.0545978618652834,5000,2,2,1051,0.5,0.4,0.00107874865156419
"1052",-0.731330184339509,-1.0402767518328,-0.387078503809521,-1.69663179307034,2.08210778788185,0,0.0587891735378158,5000,2,2,1052,0.5,0.4,0.00107874865156419
"1053",-0.0565519853579277,-0.624096060111604,-0.0249047653320787,2.5145230696229,0.679647666996379,1,0.815870740185582,5000,2,2,1053,0.5,0.4,0.00107874865156419
"1054",-1.13833006113376,0.0254435510982788,-0.0431736576305719,0.564900899856074,-1.23780202125684,0,0.0557790792850983,5000,2,2,1054,0.5,0.4,0.00107874865156419
"1055",-0.00920789249706755,-2.31674569254253,-0.670024625112943,0.417836578689671,-2.47969195924587,0,0.00233400332141558,5000,2,2,1055,0.5,0.4,0.00107874865156419
"1056",-0.159068835460678,0.155808847074568,0.681275381623813,0.557157467784872,0.564775334845276,1,0.68996339961237,5000,2,2,1056,0.5,0.4,0.00107874865156419
"1057",2.89959635253913,-0.183708062485082,-0.546673285018642,0.588789971347145,0.577693980228429,1,0.911790771430046,5000,2,2,1057,0.5,0.4,0.00107874865156419
"1018",0.783442307008953,-1.09173915001377,0.620272970230226,0.992798036315516,-0.110870662499323,1,0.548324558873008,5000,2,2,1018,0.5,0.4,0.00107874865156419
"1180",0.935547736872221,-0.154487776011498,-0.735603300780576,1.30775537704444,0.12686907256986,1,0.617767027459543,5000,2,2,1180,0.5,0.4,0.00107874865156419
"1060",0.696241547850746,-1.04568980309573,0.296941971377639,-0.146757294674243,-0.161061285957454,0,0.204187508364156,5000,2,2,1060,0.5,0.4,0.00107874865156419
"1061",0.0139697673580198,-0.705876225404179,-0.119990468608565,-0.639829002273719,0.824525028054641,0,0.164214170643159,5000,2,2,1061,0.5,0.4,0.00107874865156419
"1062",-0.224861940044903,-0.604368959282599,0.816035592823933,-2.32623487832852,-1.26245350663354,0,0.00993325942238036,5000,2,2,1062,0.5,0.4,0.00107874865156419
"1063",-0.165819947590197,0.955803653369518,-0.641477305946959,-1.21633455616117,1.06571390787792,0,0.268525938019432,5000,2,2,1063,0.5,0.4,0.00107874865156419
"1064",1.10107895014987,0.655506663659,-0.400614180486068,-0.717071168244803,1.29832695858309,1,0.718539229407735,5000,2,2,1064,0.5,0.4,0.00107874865156419
"1065",0.0483799537318821,0.698429418255398,-0.642968757103587,0.605466390055526,1.68786288786094,1,0.801734409187171,5000,2,2,1065,0.5,0.4,0.00107874865156419
"1066",-0.466080851457766,0.398059297129082,0.877326309202696,-1.00001706987341,1.72196644395959,1,0.629775570106273,5000,2,2,1066,0.5,0.4,0.00107874865156419
"1067",0.200107005322838,-1.28732636136681,-1.22437875269624,-1.87635757788091,0.132772930894835,0,0.00633580301269188,5000,2,2,1067,0.5,0.4,0.00107874865156419
"1068",-0.393694060675988,1.24752452564704,-0.960499753558457,0.44338388755509,-0.854508031621628,0,0.179786677512885,5000,2,2,1068,0.5,0.4,0.00107874865156419
"1069",0.423701155578367,1.74685748774724,-0.178833573193767,-1.90586255286454,0.0779651764312427,0,0.30234155241896,5000,2,2,1069,0.5,0.4,0.00107874865156419
"1070",-0.298552474199768,-1.09241901222275,-0.542901455202976,-0.538832154772617,0.711740908265177,0,0.0594704124708376,5000,2,2,1070,0.5,0.4,0.00107874865156419
"1071",-1.4711649763665,-0.257668704231664,-0.399443692678585,-1.02944765770188,-0.962520225395756,0,0.00593907407793122,5000,2,2,1071,0.5,0.4,0.00107874865156419
"1072",-0.013256574270209,0.247266273108118,1.52608641389954,-0.625712490512323,-0.255977434356541,0,0.469638945241607,5000,2,2,1072,0.5,0.4,0.00107874865156419
"1073",1.05186173321537,-0.346582120879263,-0.503194450465488,-0.155472397246171,0.051212221354975,0,0.288603736483412,5000,2,2,1073,0.5,0.4,0.00107874865156419
"1074",0.56053266732902,-2.12001412975881,-1.52860332938163,-1.19484477854004,0.655875743057741,0,0.00968875040057953,5000,2,2,1074,0.5,0.4,0.00107874865156419
"1075",0.547151729390022,0.614645108105177,-0.870581264749152,-0.076011252526439,0.365528745937469,0,0.396692179728385,5000,2,2,1075,0.5,0.4,0.00107874865156419
"1076",-1.33796020447457,-0.17005116973672,-0.297661486853481,-0.54643795395684,-1.51395836959064,0,0.00764469564998331,5000,2,2,1076,0.5,0.4,0.00107874865156419
"1077",0.859602375822374,-0.0331062609165789,0.634377810296689,-1.55165618533258,-1.20344828365513,0,0.0916019133995785,5000,2,2,1077,0.5,0.4,0.00107874865156419
"1078",0.0811945101243142,-0.650232334551874,-0.538389736303457,-0.151599787500223,-1.27688381193315,0,0.0283075398568625,5000,2,2,1078,0.5,0.4,0.00107874865156419
"1079",-1.70368633197368,-0.148021907003994,-1.43065192533508,-0.6829395365816,-1.03823718943815,0,0.00246391471708446,5000,2,2,1079,0.5,0.4,0.00107874865156419
"1080",-1.63744280621718,0.749605137183956,-0.869626950527003,-0.656784897372227,-0.985747357907631,0,0.0121284724279224,5000,2,2,1080,0.5,0.4,0.00107874865156419
"1081",-0.191694606209305,0.649538862523206,-1.17009367187025,1.95433204523584,-0.472867346748125,0,0.442558546607805,5000,2,2,1081,0.5,0.4,0.00107874865156419
"1082",0.158192939742814,0.787128365778715,0.376769189608446,1.97568257493723,0.677557886472436,1,0.951447136631364,5000,2,2,1082,0.5,0.4,0.00107874865156419
"1083",-0.0683490306247917,-0.590147268010407,1.10060521568237,-0.995614157720238,-1.2516247358173,0,0.0570475903498582,5000,2,2,1083,0.5,0.4,0.00107874865156419
"1084",-0.793792634994694,-0.307282198590826,0.586804746938961,-0.367879694382711,0.894821732397586,0,0.271440161006976,5000,2,2,1084,0.5,0.4,0.00107874865156419
"1085",-0.0944018304446403,0.0248917150868078,-0.326252611501027,-0.873127633172761,-0.213428670642348,0,0.0771070144567051,5000,2,2,1085,0.5,0.4,0.00107874865156419
"1086",-0.212033802695756,0.0628436995822245,1.02159871146579,-0.145281231664591,0.87915293983168,1,0.647091825785211,5000,2,2,1086,0.5,0.4,0.00107874865156419
"1087",0.331207287718855,-0.00526677009456882,-1.67304041883225,0.560800537141567,-2.0184528449503,0,0.0217797926351993,5000,2,2,1087,0.5,0.4,0.00107874865156419
"1088",1.14832329838875,-2.11607311132626,0.622278466886134,-0.0395644650161537,1.00706192438455,0,0.406615663756511,5000,2,2,1088,0.5,0.4,0.00107874865156419
"1089",1.25694041404558,1.34486881569179,-0.64643865682931,1.05507917454355,1.23549247979498,1,0.962527028248402,5000,2,2,1089,0.5,0.4,0.00107874865156419
"1090",0.3993523472142,-0.351013741214376,0.331442108767031,-1.73219597851717,0.21373943317061,0,0.105394175260456,5000,2,2,1090,0.5,0.4,0.00107874865156419
"1091",-0.91539002568508,-0.69781058877549,-0.856812998269847,1.32621479811821,1.63964228483362,0,0.37656436721913,5000,2,2,1091,0.5,0.4,0.00107874865156419
"1092",-0.00481993659614933,-0.423099941572325,4.4321136393494,0.833674841701588,1.57404559282877,1,0.995556741851717,5000,2,2,1092,0.5,0.4,0.00107874865156419
"1093",0.72417052492675,0.179087486770904,-0.837040417704369,-0.249630636691949,-0.572131196051945,0,0.147349271153548,5000,2,2,1093,0.5,0.4,0.00107874865156419
"1094",-0.219719244485655,0.00909252406799217,0.637551627030837,-0.536286575305165,-0.198740422274711,0,0.212804606279128,5000,2,2,1094,0.5,0.4,0.00107874865156419
"1095",0.228255412204055,1.33766903657323,-0.504066173706061,1.69868180296956,0.878747183313322,1,0.933347638771668,5000,2,2,1095,0.5,0.4,0.00107874865156419
"1096",0.321909806554124,0.656391883276153,1.29683393919057,1.51436763888074,1.80983741236664,1,0.990041699912374,5000,2,2,1096,0.5,0.4,0.00107874865156419
"1097",1.6960833153382,-0.207355374201909,-0.122590739387747,0.13666549199034,0.96987297384143,1,0.813463733706807,5000,2,2,1097,0.5,0.4,0.00107874865156419
"1098",-0.0763745795460884,-0.899344361042605,0.496170674639913,-0.714714005076108,-0.461204740859012,0,0.0656528516188811,5000,2,2,1098,0.5,0.4,0.00107874865156419
"1099",0.369492684757942,-1.74523620741767,-0.100697934189702,-0.486673474306179,-0.777200447285567,0,0.0231957913062118,5000,2,2,1099,0.5,0.4,0.00107874865156419
"1100",1.10086933693677,0.407300053366868,-0.938193240759099,0.896926502692445,-0.0298938782090418,1,0.607546051124351,5000,2,2,1100,0.5,0.4,0.00107874865156419
"1101",1.51768404282776,1.21116946561727,-0.271130310834267,0.687944267813364,-0.830209413203829,1,0.788425052246651,5000,2,2,1101,0.5,0.4,0.00107874865156419
"1102",-0.649046770917857,-0.300174030338717,-1.07648015228751,0.827173233893011,0.501474284138946,0,0.154850495279154,5000,2,2,1102,0.5,0.4,0.00107874865156419
"1103",1.17398464222182,1.33206019975121,1.71569475675858,1.74836322556738,-0.420593807168396,1,0.989538212168549,5000,2,2,1103,0.5,0.4,0.00107874865156419
"1104",-0.179688983063913,0.627143879767273,0.158893937606763,-0.853423084160862,-1.10594056679146,0,0.086826436898657,5000,2,2,1104,0.5,0.4,0.00107874865156419
"1105",-1.19983604766921,-1.09586877214374,-0.40536330841418,1.49791054811323,1.60718255709827,0,0.35526508400978,5000,2,2,1105,0.5,0.4,0.00107874865156419
"1106",-0.422142088708766,0.982561356254269,0.405831414558551,-0.611057751157833,0.361075596894326,0,0.429539194351589,5000,2,2,1106,0.5,0.4,0.00107874865156419
"1107",1.69617007251536,-0.428269641787775,0.692790704086279,-0.187389742953073,0.609722147704043,1,0.799476154997153,5000,2,2,1107,0.5,0.4,0.00107874865156419
"1108",1.5664380605205,0.627524915447543,1.24561827733627,-0.512204651533427,-1.60752190530695,1,0.579288840155448,5000,2,2,1108,0.5,0.4,0.00107874865156419
"1109",0.956089111202879,0.93926112874972,0.538160269823645,-1.69286632088328,0.751873694318886,1,0.620699401647595,5000,2,2,1109,0.5,0.4,0.00107874865156419
"1110",0.848862310574944,1.5637703101398,-1.48297034260842,-0.329835926354209,1.02954717785055,1,0.652347398365432,5000,2,2,1110,0.5,0.4,0.00107874865156419
"1111",0.218018482565569,-1.31407324059279,0.899642525664764,0.554894859232574,-0.184716651886885,0,0.30444195411127,5000,2,2,1111,0.5,0.4,0.00107874865156419
"1112",-0.798819689866325,-0.517514874455842,1.9289552610585,0.519279016656181,-1.53094650121428,0,0.197967415389158,5000,2,2,1112,0.5,0.4,0.00107874865156419
"1113",0.582681245559257,0.574413260350664,-0.682400288111733,-0.406924433310035,-0.105137310445769,0,0.261658250839461,5000,2,2,1113,0.5,0.4,0.00107874865156419
"1114",-0.642838496810248,1.38418377568836,-0.363979805580362,-0.871039847960408,-0.728700195873615,0,0.0977591615544145,5000,2,2,1114,0.5,0.4,0.00107874865156419
"1115",-1.0505341516578,1.33323506352748,-0.245138097987977,1.07448956837306,0.73554937057693,1,0.700063813534361,5000,2,2,1115,0.5,0.4,0.00107874865156419
"1116",0.53177023706287,0.230592655086598,-0.42322093577084,0.148004722403023,-0.0614634546192941,0,0.360241349200161,5000,2,2,1116,0.5,0.4,0.00107874865156419
"1117",-0.395441759941202,-1.59665013712492,1.27836206766706,-1.07430218605144,-1.27078633597538,0,0.0169762436706507,5000,2,2,1117,0.5,0.4,0.00107874865156419
"1118",0.759022682707561,-0.197871116078147,0.250531689668367,0.174123936091423,-0.627168559333599,0,0.344938865402807,5000,2,2,1118,0.5,0.4,0.00107874865156419
"1119",-0.910658692208695,0.368219178257742,0.146666266282395,-0.412917864524217,0.861725517841187,0,0.279495474715928,5000,2,2,1119,0.5,0.4,0.00107874865156419
"1120",0.425144533522609,-0.169970583691748,0.744897289164052,1.17152989642003,-0.229325370820215,1,0.719559121963562,5000,2,2,1120,0.5,0.4,0.00107874865156419
"1121",0.08592526088496,0.164006171136292,0.697230752000069,1.10530666635455,-1.14674002708434,0,0.476449644348448,5000,2,2,1121,0.5,0.4,0.00107874865156419
"1122",0.829644038258693,1.04301614438158,0.0734884395790205,-1.03114560665248,0.641598934472966,1,0.635665933117438,5000,2,2,1122,0.5,0.4,0.00107874865156419
"1123",0.680014608214415,0.992377774336869,-0.00569397177273206,-0.00323294015799693,-0.364272490030567,1,0.574245222367123,5000,2,2,1123,0.5,0.4,0.00107874865156419
"1124",0.536980679074766,-0.527458607929912,0.752724793200688,-0.632405005496017,1.51349082381164,1,0.65550642903975,5000,2,2,1124,0.5,0.4,0.00107874865156419
"1125",-0.500771435400586,0.039109637416124,-1.07837890941481,-0.415712076033403,1.4272906063746,0,0.17821879906361,5000,2,2,1125,0.5,0.4,0.00107874865156419
"1126",0.0242881766520316,-0.261210375415116,-0.705728094096497,1.30752285330831,0.0895670854354592,0,0.36689505283805,5000,2,2,1126,0.5,0.4,0.00107874865156419
"1127",-1.13041342003342,-1.43632737742065,0.119972262622271,0.11913644231185,-0.758351829497789,0,0.0165288019229368,5000,2,2,1127,0.5,0.4,0.00107874865156419
"1128",0.293553431408106,1.04481006076567,-0.533316841923364,1.09463861720555,1.20569478492876,1,0.891424992732857,5000,2,2,1128,0.5,0.4,0.00107874865156419
"1129",-0.904963562829928,0.88021358711969,0.282067152052518,0.194477060615821,-1.83655810639782,0,0.0843419306098362,5000,2,2,1129,0.5,0.4,0.00107874865156419
"1130",0.67835589149976,-1.0108584169623,-0.217283059942849,0.484752278193825,0.332511394448606,0,0.324641555176645,5000,2,2,1130,0.5,0.4,0.00107874865156419
"1131",0.616344487710959,0.0639004467435718,-1.11718619217163,0.193883315145977,-0.225031041444373,0,0.187233252770654,5000,2,2,1131,0.5,0.4,0.00107874865156419
"1132",0.596762677536262,0.655403512108936,1.90375682569558,0.281137956441748,0.806448451376195,1,0.962439181245055,5000,2,2,1132,0.5,0.4,0.00107874865156419
"1133",0.284851138635479,-0.216595380879985,1.37954177314644,-1.72364883374986,-0.4758178094485,0,0.147836797839168,5000,2,2,1133,0.5,0.4,0.00107874865156419
"1134",0.989243920703359,-1.20141854906688,0.634279915224709,0.52740662422753,-0.11165084789017,0,0.459553834554804,5000,2,2,1134,0.5,0.4,0.00107874865156419
"1135",-0.922999757553026,-0.0952539427885597,-0.00143867004174053,0.112362498120503,0.216525311089059,0,0.155670061803769,5000,2,2,1135,0.5,0.4,0.00107874865156419
"1136",-0.811348582853788,-0.688289795983569,-0.134786345489011,-2.79978967354554,1.1960635988433,0,0.0142288757466743,5000,2,2,1136,0.5,0.4,0.00107874865156419
"1137",-1.66985566458029,1.38420330651135,0.361331439943086,-0.214174893921692,0.415276102094605,0,0.326684375266704,5000,2,2,1137,0.5,0.4,0.00107874865156419
"1017",0.443782897459459,0.529158083907949,-0.89226175816324,-0.807209799025779,-0.209494940435422,0,0.126085145225177,5000,2,2,1017,0.5,0.4,0.00107874865156419
"1005",0.38197012117602,1.75583806787797,0.510745378495096,-1.44367947631855,0.103611009557182,1,0.576515448415777,5000,2,2,1005,0.5,0.4,0.00107874865156419
"1019",0.216534727877882,-0.479037577345301,-0.288790741210049,0.838487741718292,-0.981193006696723,0,0.155250675295736,5000,2,2,1019,0.5,0.4,0.00107874865156419
"1020",-0.59950629373357,0.813361447085139,-2.69712084729086,-0.859132887544449,-1.55731994646627,0,0.00273272774015648,5000,2,2,1020,0.5,0.4,0.00107874865156419
"1021",-1.17825742962391,-1.04575071752593,0.707596627456232,-0.277579198311142,0.439268601897416,0,0.0866911646654341,5000,2,2,1021,0.5,0.4,0.00107874865156419
"1022",-0.80863011083449,1.70692249220087,0.125386606998317,0.44612695562281,0.74818494145254,1,0.7717097893347,5000,2,2,1022,0.5,0.4,0.00107874865156419
"1023",-0.992600809023308,0.316063991040564,0.158082691844128,0.194691161348349,0.705126303271031,0,0.350091584945638,5000,2,2,1023,0.5,0.4,0.00107874865156419
"1024",0.0593863232206342,0.035522450848498,1.78604088465765,-0.322940224103877,0.259901003762809,1,0.693792604237721,5000,2,2,1024,0.5,0.4,0.00107874865156419
"1025",-1.2441258753467,-0.127739029902505,-0.355885637578958,1.62727364016683,1.44714567944322,1,0.585809533556521,5000,2,2,1025,0.5,0.4,0.00107874865156419
"1026",0.0256706763782401,0.465534125869577,-0.134292907590383,0.756194804904522,2.05687620866018,1,0.897521394520559,5000,2,2,1026,0.5,0.4,0.00107874865156419
"1027",-0.368532938386994,1.3723032644908,1.34083068324614,-1.20754166559157,-1.39930594826215,0,0.220587394209018,5000,2,2,1027,0.5,0.4,0.00107874865156419
"1028",0.500743008693453,-0.0331324879726342,-0.207200529314545,-0.825926373822669,-1.78275952354948,0,0.0339516672209723,5000,2,2,1028,0.5,0.4,0.00107874865156419
"1029",-0.282265530024568,-0.613997997319188,-2.19683865468797,-0.665306766612712,1.19406261449291,0,0.0275357987173646,5000,2,2,1029,0.5,0.4,0.00107874865156419
"1030",-0.553088817313483,1.17183882902066,-0.530548980017012,-0.255808543672942,-0.877309699603134,0,0.114566977136107,5000,2,2,1030,0.5,0.4,0.00107874865156419
"1031",-0.256849047455703,0.655862812685926,1.30366745617718,1.26518499742469,1.46257486025399,1,0.968642467962319,5000,2,2,1031,0.5,0.4,0.00107874865156419
"1032",0.651327203922186,-1.1935519986989,1.39390656178688,-0.886397965542886,0.516290065822552,0,0.373220330083131,5000,2,2,1032,0.5,0.4,0.00107874865156419
"1033",0.893186373079028,-2.40956565889296,-0.998262874694456,-0.257595975260162,0.655544893603497,0,0.0424239028787313,5000,2,2,1033,0.5,0.4,0.00107874865156419
"1155",0.0462925557287255,-1.08607971449835,2.28667341545657,-0.561267506762899,-1.6142397527658,0,0.126903292822641,5000,2,2,1155,0.5,0.4,0.00107874865156419
"1156",1.35446219708807,-0.205875890131836,1.32701510258266,-0.130814222886374,1.58497958962358,1,0.949298450976752,5000,2,2,1156,0.5,0.4,0.00107874865156419
"1157",-0.284579617700015,-1.37788387082812,-1.85443653331102,-0.691685218909868,-0.293133830982297,0,0.00406317527285352,5000,2,2,1157,0.5,0.4,0.00107874865156419
"1158",-0.819654664501951,-0.305237901016997,0.820743760373067,-1.45623412906994,-0.481814760254004,0,0.0376082665266007,5000,2,2,1158,0.5,0.4,0.00107874865156419
"1159",-1.44845284608369,0.492235730443459,-0.433003741731078,-0.688507831688005,1.57009956863374,0,0.181290423205566,5000,2,2,1159,0.5,0.4,0.00107874865156419
"1160",0.277767664606619,0.341302645584074,0.340074355289059,0.197806967790834,0.312890091566904,1,0.615346294098809,5000,2,2,1160,0.5,0.4,0.00107874865156419
"1161",-0.337698272898685,-0.23813277444933,-0.305081893360339,0.218625764322281,-2.00087222163124,0,0.0250098066713455,5000,2,2,1161,0.5,0.4,0.00107874865156419
"1162",0.140110274294421,1.10334463608132,0.859961165354768,-0.0993538456700268,-0.182630240789707,1,0.694540227107798,5000,2,2,1162,0.5,0.4,0.00107874865156419
"1163",-0.141548219358116,-0.938210259672484,1.14928914145121,-0.149374860731746,0.921114027985403,0,0.460400565719134,5000,2,2,1163,0.5,0.4,0.00107874865156419
"1164",-1.010191113645,0.179862373251269,-1.03534536625391,0.540222562969793,0.502003003374209,0,0.139020589775898,5000,2,2,1164,0.5,0.4,0.00107874865156419
"1165",-0.991504287037966,-0.00900583432802397,0.0538915648021475,-0.695728217098902,1.31007974283075,0,0.208784618979595,5000,2,2,1165,0.5,0.4,0.00107874865156419
"1166",1.6681144167008,-0.703189395801229,0.743687619494923,0.901374219544542,-0.615922416261827,1,0.72988997816721,5000,2,2,1166,0.5,0.4,0.00107874865156419
"1167",0.820953722958469,-1.31178354748332,0.329754793333029,-0.223799809120952,0.514338969326966,0,0.295142810631531,5000,2,2,1167,0.5,0.4,0.00107874865156419
"1168",0.392613553762875,-0.8907705656414,-0.224719095010309,0.579548492058923,0.274332805091554,0,0.295463504224502,5000,2,2,1168,0.5,0.4,0.00107874865156419
"1169",1.59305152861989,0.703528409352774,0.414071285503442,0.516319870505536,-0.954010691434402,1,0.781249098805804,5000,2,2,1169,0.5,0.4,0.00107874865156419
"1170",0.918411251974418,-0.40991729575901,-1.18402116496524,-1.54133577466256,-0.566638596342932,0,0.0222371774506452,5000,2,2,1170,0.5,0.4,0.00107874865156419
"1171",2.20512225935618,-2.9857068259853,0.0786492098547474,-1.29760509394152,-2.10747850813513,0,0.00601767197254613,5000,2,2,1171,0.5,0.4,0.00107874865156419
"1172",0.219434593966086,-1.07952510375793,-1.71908173503883,0.862622650094322,0.278439833737933,0,0.0803124189242205,5000,2,2,1172,0.5,0.4,0.00107874865156419
"1173",0.331567418873767,-0.438841179116431,0.0171535714072798,-1.34347815857653,0.122163810690428,0,0.090180374796717,5000,2,2,1173,0.5,0.4,0.00107874865156419
"1174",-1.60391246502543,-0.340671318682282,-0.892613472457667,1.9652280012485,-1.80199359636211,0,0.0247477193099236,5000,2,2,1174,0.5,0.4,0.00107874865156419
"1175",-0.790280992758836,0.741375564979445,-1.70364046393401,-1.06108120450802,0.931494123157888,0,0.0530438944518304,5000,2,2,1175,0.5,0.4,0.00107874865156419
"1176",0.0683179860065457,0.465339573937843,-0.228180430651587,0.25207814146587,1.77530843107833,1,0.791313930126051,5000,2,2,1176,0.5,0.4,0.00107874865156419
"1177",-0.98980569829665,0.600008642364492,-2.06758243957901,0.0326797781235766,2.40840603205278,0,0.265749974149946,5000,2,2,1177,0.5,0.4,0.00107874865156419
"1178",-1.45631064392452,-1.9911367257289,0.270949742524637,-1.42207980574047,-1.49938653585488,0,0.000826103562726982,5000,2,2,1178,0.5,0.4,0.00107874865156419
"1058",-0.285450713871432,0.443695427420091,-0.390459305335109,0.589117016172254,0.193965202433114,0,0.389567071891927,5000,2,2,1058,0.5,0.4,0.00107874865156419
"1301",-0.145595066678713,1.84940918991709,-1.61850668241669,1.31685941395067,-0.608964631490824,0,0.448484016559386,5000,2,2,1301,0.5,0.4,0.00107874865156419
"1181",1.41558561738334,0.798486081396304,1.1066637553886,-0.255106478684411,-1.16398008373194,1,0.711288232488657,5000,2,2,1181,0.5,0.4,0.00107874865156419
"1182",1.42410649569287,-0.0220303177283104,1.02945610545011,-0.478880503305057,1.70201371487307,1,0.934297964166577,5000,2,2,1182,0.5,0.4,0.00107874865156419
